Rung_StartingCapital,ProjectionID,Seed,Months,EngineVersion,ProjectionInGold,Survived,FinalCash,FinalTotal,EvictionCount,Command
5000000,400,1,240,0.6.0,yes,1,100416.19,103375.20,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 1 --months 240
5000000,400,2,240,0.6.0,yes,1,788228.20,1375244.32,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 2 --months 240
5000000,400,3,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 3 --months 240
5000000,400,4,240,0.6.0,yes,1,38004.68,324534.59,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 4 --months 240
5000000,400,5,240,0.6.0,yes,1,120164.02,587360.14,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 5 --months 240
5000000,400,6,240,0.6.0,yes,1,413641.72,935827.00,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 6 --months 240
5000000,400,7,240,0.6.0,yes,1,1306168.02,1854529.74,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 7 --months 240
5000000,400,8,240,0.6.0,yes,1,937476.76,1485472.12,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 8 --months 240
5000000,400,9,240,0.6.0,yes,1,529268.01,1001944.53,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 9 --months 240
5000000,400,10,240,0.6.0,yes,1,205286.16,703337.88,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 10 --months 240
5000000,400,11,240,0.6.0,yes,1,1167053.47,1698635.59,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 11 --months 240
5000000,400,12,240,0.6.0,yes,1,878185.77,1456909.17,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 12 --months 240
5000000,400,13,240,0.6.0,yes,1,826281.25,1344063.85,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 13 --months 240
5000000,400,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 14 --months 240
5000000,400,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 15 --months 240
5000000,400,16,240,0.6.0,yes,1,1146902.94,1692824.70,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 16 --months 240
5000000,400,17,240,0.6.0,yes,1,440479.06,951871.66,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 17 --months 240
5000000,400,18,240,0.6.0,yes,1,1055400.98,1544109.14,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 18 --months 240
5000000,400,19,240,0.6.0,yes,1,320946.53,861513.41,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 19 --months 240
5000000,400,20,240,0.6.0,yes,1,649424.19,1211617.95,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 20 --months 240
5000000,400,21,240,0.6.0,yes,1,846441.19,1368643.63,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 21 --months 240
5000000,400,22,240,0.6.0,yes,1,245637.07,750938.83,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 22 --months 240
5000000,400,23,240,0.6.0,yes,1,406311.69,1008790.83,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 23 --months 240
5000000,400,24,240,0.6.0,yes,1,498592.24,1094265.76,0,python app/src/simulation.py --env <db> --projection-id 400 --seed 24 --months 240
