Rung_StartingCapital,ProjectionID,Seed,Months,EngineVersion,ProjectionInGold,Survived,FinalCash,FinalTotal,EvictionCount,Command
5000000,600,1,240,0.6.0,yes,1,739589.33,1261278.29,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 1 --months 240
5000000,600,2,240,0.6.0,yes,1,398796.91,1031992.26,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 2 --months 240
5000000,600,3,240,0.6.0,yes,1,277131.87,808673.79,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 3 --months 240
5000000,600,4,240,0.6.0,yes,1,227312.75,836944.13,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 4 --months 240
5000000,600,5,240,0.6.0,yes,1,575501.67,1102754.31,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 5 --months 240
5000000,600,6,240,0.6.0,yes,1,1197262.37,1752657.05,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 6 --months 240
5000000,600,7,240,0.6.0,yes,1,902601.11,1557197.19,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 7 --months 240
5000000,600,8,240,0.6.0,yes,1,1304752.54,1884256.78,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 8 --months 240
5000000,600,9,240,0.6.0,yes,1,367843.56,899612.76,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 9 --months 240
5000000,600,10,240,0.6.0,yes,1,979031.20,1513106.32,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 10 --months 240
5000000,600,11,240,0.6.0,yes,1,671641.53,1265261.97,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 11 --months 240
5000000,600,12,240,0.6.0,yes,1,565051.92,1221077.88,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 12 --months 240
5000000,600,13,240,0.6.0,yes,1,585069.55,1202670.37,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 13 --months 240
5000000,600,14,240,0.6.0,yes,1,461082.65,1083900.05,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 14 --months 240
5000000,600,15,240,0.6.0,yes,1,39567.00,498772.56,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 15 --months 240
5000000,600,16,240,0.6.0,yes,1,718750.20,1375819.48,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 16 --months 240
5000000,600,17,240,0.6.0,yes,1,1275927.41,1802886.17,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 17 --months 240
5000000,600,18,240,0.6.0,yes,1,1234046.34,1826028.42,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 18 --months 240
5000000,600,19,240,0.6.0,yes,1,707621.59,1362895.14,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 19 --months 240
5000000,600,20,240,0.6.0,yes,1,661750.50,1303876.98,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 20 --months 240
5000000,600,21,240,0.6.0,yes,1,1065153.63,1653355.95,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 21 --months 240
5000000,600,22,240,0.6.0,yes,1,471679.01,1038228.05,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 22 --months 240
5000000,600,23,240,0.6.0,yes,1,1095836.21,1704114.40,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 23 --months 240
5000000,600,24,240,0.6.0,yes,1,713907.52,1401713.92,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 24 --months 240
5000000,600,25,240,0.6.0,yes,1,1853146.97,2603345.35,0,python app/src/simulation.py --env <db> --projection-id 600 --seed 25 --months 240
5500000,601,1,240,0.6.0,yes,1,990242.66,1596654.14,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 1 --months 240
5500000,601,2,240,0.6.0,yes,1,1350137.26,1988125.63,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 2 --months 240
5500000,601,3,240,0.6.0,yes,1,321101.39,969133.79,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 3 --months 240
5500000,601,4,240,0.6.0,yes,1,508385.32,1195162.30,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 4 --months 240
5500000,601,5,240,0.6.0,yes,1,741365.50,1277343.22,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 5 --months 240
5500000,601,6,240,0.6.0,yes,1,1009427.39,1597226.27,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 6 --months 240
5500000,601,7,240,0.6.0,yes,1,1647801.79,2310340.00,1,python app/src/simulation.py --env <db> --projection-id 601 --seed 7 --months 240
5500000,601,8,240,0.6.0,yes,1,513015.39,1110314.88,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 8 --months 240
5500000,601,9,240,0.6.0,yes,1,1158335.17,1726670.56,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 9 --months 240
5500000,601,10,240,0.6.0,yes,1,993134.77,1599256.45,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 10 --months 240
5500000,601,11,240,0.6.0,yes,1,898530.33,1500750.26,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 11 --months 240
5500000,601,12,240,0.6.0,yes,1,484805.20,1228465.84,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 12 --months 240
5500000,601,13,240,0.6.0,yes,1,1370190.36,1954240.22,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 13 --months 240
5500000,601,14,240,0.6.0,yes,1,407374.80,1096359.78,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 14 --months 240
5500000,601,15,240,0.6.0,yes,1,280229.74,923181.93,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 15 --months 240
5500000,601,16,240,0.6.0,yes,1,933490.66,1600407.44,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 16 --months 240
5500000,601,17,240,0.6.0,yes,1,792909.68,1404614.12,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 17 --months 240
5500000,601,18,240,0.6.0,yes,1,1430571.01,2033095.97,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 18 --months 240
5500000,601,19,240,0.6.0,yes,1,724814.54,1375095.71,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 19 --months 240
5500000,601,20,240,0.6.0,yes,1,1516729.47,2197773.75,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 20 --months 240
5500000,601,21,240,0.6.0,yes,1,893984.46,1571697.10,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 21 --months 240
5500000,601,22,240,0.6.0,yes,1,549904.19,1215594.63,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 22 --months 240
5500000,601,23,240,0.6.0,yes,1,892778.19,1601336.50,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 23 --months 240
5500000,601,24,240,0.6.0,yes,1,1048753.81,1782626.65,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 24 --months 240
5500000,601,25,240,0.6.0,yes,1,1628006.80,2595278.41,0,python app/src/simulation.py --env <db> --projection-id 601 --seed 25 --months 240
6000000,602,1,240,0.6.0,yes,1,1017287.31,1651076.43,0,python app/src/simulation.py --env <db> --projection-id 602 --seed 1 --months 240
6000000,602,2,240,0.6.0,yes,1,1024497.41,1686716.71,0,python app/src/simulation.py --env <db> --projection-id 602 --seed 2 --months 240
6000000,602,3,240,0.6.0,yes,1,432803.23,1035651.55,0,python app/src/simulation.py --env <db> --projection-id 602 --seed 3 --months 240
