Rung_StartingCapital,ProjectionID,Seed,Months,EngineVersion,ProjectionInGold,Survived,FinalCash,FinalTotal,EvictionCount,Command
5000000,1600,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 1 --months 240
5000000,1600,2,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 2 --months 240
5000000,1600,3,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 3 --months 240
5000000,1600,4,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 4 --months 240
5000000,1600,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 5 --months 240
5000000,1600,6,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 6 --months 240
5000000,1600,7,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 7 --months 240
5000000,1600,8,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 8 --months 240
5000000,1600,9,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 9 --months 240
5000000,1600,10,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 10 --months 240
5000000,1600,11,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 11 --months 240
5000000,1600,12,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 12 --months 240
5000000,1600,13,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 13 --months 240
5000000,1600,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 14 --months 240
5000000,1600,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 15 --months 240
5000000,1600,16,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 16 --months 240
5000000,1600,17,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 17 --months 240
5000000,1600,18,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 18 --months 240
5000000,1600,19,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 19 --months 240
5000000,1600,20,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 20 --months 240
5000000,1600,21,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 21 --months 240
5000000,1600,22,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 22 --months 240
5000000,1600,23,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 23 --months 240
5000000,1600,24,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 24 --months 240
5000000,1600,25,240,0.6.0,yes,1,1287754.23,1832036.07,0,python app/src/simulation.py --env <db> --projection-id 1600 --seed 25 --months 240
5500000,1601,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 1 --months 240
5500000,1601,2,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 2 --months 240
5500000,1601,3,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 3 --months 240
5500000,1601,4,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 4 --months 240
5500000,1601,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 5 --months 240
5500000,1601,6,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 6 --months 240
5500000,1601,7,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 7 --months 240
5500000,1601,8,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 8 --months 240
5500000,1601,9,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 9 --months 240
5500000,1601,10,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 10 --months 240
5500000,1601,11,240,0.6.0,yes,1,102673.14,353109.69,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 11 --months 240
5500000,1601,12,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 12 --months 240
5500000,1601,13,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 13 --months 240
5500000,1601,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 14 --months 240
5500000,1601,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 15 --months 240
5500000,1601,16,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 16 --months 240
5500000,1601,17,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 17 --months 240
5500000,1601,18,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 18 --months 240
5500000,1601,19,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 19 --months 240
5500000,1601,20,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 20 --months 240
5500000,1601,21,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 21 --months 240
5500000,1601,22,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 22 --months 240
5500000,1601,23,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 23 --months 240
5500000,1601,24,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 24 --months 240
5500000,1601,25,240,0.6.0,yes,1,1447254.37,2046853.33,0,python app/src/simulation.py --env <db> --projection-id 1601 --seed 25 --months 240
6000000,1602,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 1 --months 240
6000000,1602,2,240,0.6.0,yes,1,37106.97,46244.17,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 2 --months 240
6000000,1602,3,240,0.6.0,yes,0,9877.96,10402.45,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 3 --months 240
6000000,1602,4,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 4 --months 240
6000000,1602,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 5 --months 240
6000000,1602,6,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 6 --months 240
6000000,1602,7,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 7 --months 240
6000000,1602,8,240,0.6.0,yes,1,58535.06,124651.85,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 8 --months 240
6000000,1602,9,240,0.6.0,yes,1,34208.04,123919.71,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 9 --months 240
6000000,1602,10,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 10 --months 240
6000000,1602,11,240,0.6.0,yes,1,182825.66,656906.06,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 11 --months 240
6000000,1602,12,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 12 --months 240
6000000,1602,13,240,0.6.0,yes,1,36465.91,496942.69,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 13 --months 240
6000000,1602,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 14 --months 240
6000000,1602,15,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 15 --months 240
6000000,1602,16,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 16 --months 240
6000000,1602,17,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 17 --months 240
6000000,1602,18,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 18 --months 240
6000000,1602,19,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 19 --months 240
6000000,1602,20,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1602 --seed 20 --months 240
