Rung_StartingCapital,ProjectionID,Seed,Months,EngineVersion,ProjectionInGold,Survived,FinalCash,FinalTotal,EvictionCount,Command
5000000,1800,1,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 1 --months 240
5000000,1800,2,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 2 --months 240
5000000,1800,3,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 3 --months 240
5000000,1800,4,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 4 --months 240
5000000,1800,5,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 5 --months 240
5000000,1800,6,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 6 --months 240
5000000,1800,7,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 7 --months 240
5000000,1800,8,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 8 --months 240
5000000,1800,9,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 9 --months 240
5000000,1800,10,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 10 --months 240
5000000,1800,11,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 11 --months 240
5000000,1800,12,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 12 --months 240
5000000,1800,13,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 13 --months 240
5000000,1800,14,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 14 --months 240
5000000,1800,15,240,0.6.0,yes,0,7500.53,7758.05,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 15 --months 240
5000000,1800,16,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 16 --months 240
5000000,1800,17,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 17 --months 240
5000000,1800,18,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 18 --months 240
5000000,1800,19,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 19 --months 240
5000000,1800,20,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 20 --months 240
5000000,1800,21,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 21 --months 240
5000000,1800,22,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 22 --months 240
5000000,1800,23,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 23 --months 240
5000000,1800,24,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 24 --months 240
5000000,1800,25,240,0.6.0,yes,0,0.00,0.00,0,python app/src/simulation.py --env <db> --projection-id 1800 --seed 25 --months 240
